"","cond_A_cell1","cond_A_cell2","cond_A_cell3","cond_A_cell4","cond_A_cell5","cond_A_cell6","cond_A_cell7","cond_A_cell8","cond_A_cell9","cond_A_cell10","cond_A_cell11","cond_A_cell12","cond_A_cell13","cond_A_cell14","cond_A_cell15","cond_A_cell16","cond_A_cell17","cond_A_cell18","cond_A_cell19","cond_A_cell20","cond_A_cell21","cond_A_cell22","cond_A_cell23","cond_A_cell24","cond_A_cell25","cond_A_cell26","cond_A_cell27","cond_A_cell28","cond_A_cell29","cond_A_cell30","cond_A_cell31","cond_A_cell32","cond_A_cell33","cond_A_cell34","cond_A_cell35","cond_A_cell36","cond_A_cell37","cond_A_cell38","cond_A_cell39","cond_A_cell40","cond_A_cell41","cond_A_cell42","cond_A_cell43","cond_A_cell44","cond_A_cell45","cond_A_cell46","cond_B_cell1","cond_B_cell2","cond_B_cell3","cond_B_cell4","cond_B_cell5","cond_B_cell6","cond_B_cell7","cond_B_cell8","cond_B_cell9","cond_B_cell10","cond_B_cell11","cond_B_cell12","cond_B_cell13","cond_B_cell14","cond_B_cell15","cond_B_cell16","cond_B_cell17","cond_B_cell18","cond_B_cell19","cond_B_cell20","cond_B_cell21","cond_B_cell22","cond_B_cell23","cond_B_cell24","cond_B_cell25","cond_B_cell26","cond_B_cell27","cond_B_cell28","cond_B_cell29","cond_B_cell30","cond_B_cell31","cond_B_cell32","cond_B_cell33","cond_B_cell34","cond_B_cell35","cond_B_cell36","cond_B_cell37","cond_B_cell38","cond_B_cell39","cond_B_cell40","cond_B_cell41","cond_B_cell42","cond_B_cell43","cond_B_cell44","cond_B_cell45","cond_B_cell46","cond_B_cell47","cond_B_cell48","cond_B_cell49","cond_B_cell50","cond_B_cell51","cond_C_cell1","cond_C_cell2","cond_C_cell3","cond_C_cell4","cond_C_cell5","cond_C_cell6","cond_C_cell7","cond_C_cell8","cond_C_cell9","cond_C_cell10","cond_C_cell11","cond_C_cell12","cond_C_cell13","cond_C_cell14","cond_C_cell15","cond_C_cell16","cond_C_cell17","cond_C_cell18","cond_C_cell19","cond_C_cell20","cond_C_cell21","cond_C_cell22","cond_C_cell23","cond_C_cell24","cond_C_cell25","cond_C_cell26","cond_C_cell27","cond_C_cell28","cond_C_cell29","cond_C_cell30","cond_C_cell31","cond_C_cell32","cond_C_cell33","cond_D_cell1","cond_D_cell2","cond_D_cell3","cond_D_cell4","cond_D_cell5","cond_D_cell6","cond_D_cell7","cond_D_cell8","cond_D_cell9","cond_D_cell10","cond_D_cell11","cond_D_cell12","cond_D_cell13","cond_D_cell14","cond_D_cell15","cond_D_cell16","cond_D_cell17","cond_D_cell18","cond_D_cell19","cond_D_cell20","cond_D_cell21","cond_D_cell22","cond_D_cell23","cond_D_cell24","cond_D_cell25","cond_D_cell26","cond_D_cell27","cond_D_cell28","cond_D_cell29","cond_D_cell30","cond_D_cell31","cond_D_cell32","cond_D_cell33","cond_D_cell34","cond_D_cell35","cond_D_cell36","cond_D_cell37","cond_D_cell38","cond_D_cell39","cond_D_cell40","cond_D_cell41","cond_D_cell42","cond_D_cell43","cond_D_cell44","cond_D_cell45","cond_D_cell46","cond_D_cell47","cond_D_cell48","cond_D_cell49","cond_D_cell50","cond_D_cell51","cond_D_cell52","cond_D_cell53","cond_D_cell54","cond_D_cell55","cond_D_cell56","cond_D_cell57","cond_D_cell58","cond_D_cell59","cond_D_cell60","cond_D_cell61","cond_D_cell62","cond_D_cell63","cond_D_cell64","cond_D_cell65","cond_D_cell66","cond_D_cell67","cond_D_cell68","cond_D_cell69","cond_D_cell70","cond_D_cell71","cond_D_cell72","cond_D_cell73","cond_D_cell74","cond_D_cell75","cond_D_cell76","cond_D_cell77","cond_D_cell78","cond_D_cell79","cond_D_cell80","cond_D_cell81","cond_D_cell82","cond_D_cell83","cond_D_cell84","cond_D_cell85","cond_D_cell86","cond_E_cell1","cond_E_cell2","cond_E_cell3","cond_E_cell4","cond_E_cell5","cond_E_cell6","cond_E_cell7","cond_E_cell8","cond_E_cell9","cond_E_cell10","cond_E_cell11","cond_E_cell12","cond_E_cell13","cond_E_cell14","cond_E_cell15","cond_E_cell16","cond_E_cell17","cond_E_cell18","cond_E_cell19","cond_E_cell20","cond_E_cell21","cond_E_cell22","cond_E_cell23","cond_E_cell24","cond_E_cell25","cond_E_cell26","cond_E_cell27","cond_E_cell28","cond_E_cell29","cond_E_cell30","cond_E_cell31","cond_E_cell32","cond_E_cell33","cond_E_cell34","cond_E_cell35","cond_E_cell36","cond_E_cell37","cond_E_cell38","cond_E_cell39","cond_E_cell40","cond_E_cell41","cond_E_cell42","cond_E_cell43","cond_E_cell44","cond_E_cell45","cond_E_cell46","cond_E_cell47","cond_E_cell48","cond_E_cell49","cond_E_cell50","cond_E_cell51","cond_E_cell52","cond_E_cell53","cond_E_cell54","cond_E_cell55","cond_E_cell56","cond_E_cell57","cond_E_cell58","cond_E_cell59","cond_E_cell60","cond_E_cell61","cond_E_cell62","cond_E_cell63","cond_E_cell64","cond_E_cell65","cond_E_cell66","cond_E_cell67","cond_E_cell68","cond_E_cell69","cond_F_cell1","cond_F_cell2","cond_F_cell3","cond_F_cell4","cond_F_cell5","cond_F_cell6","cond_F_cell7","cond_F_cell8","cond_F_cell9","cond_F_cell10","cond_F_cell11","cond_F_cell12","cond_F_cell13","cond_F_cell14","cond_F_cell15","cond_F_cell16","cond_F_cell17","cond_F_cell18","cond_F_cell19","cond_F_cell20","cond_F_cell21","cond_F_cell22","cond_F_cell23","cond_F_cell24","cond_F_cell25","cond_F_cell26","cond_F_cell27","cond_F_cell28","cond_F_cell29","cond_F_cell30","cond_F_cell31","cond_F_cell32","cond_F_cell33","cond_F_cell34","cond_F_cell35","cond_F_cell36","cond_F_cell37","cond_F_cell38","cond_F_cell39","cond_F_cell40","cond_F_cell41","cond_F_cell42","cond_F_cell43","cond_F_cell44","cond_F_cell45","cond_F_cell46","cond_F_cell47","cond_F_cell48","cond_F_cell49","cond_F_cell50","cond_F_cell51","cond_F_cell52","cond_F_cell53","cond_F_cell54","cond_F_cell55","cond_F_cell56","cond_F_cell57","cond_F_cell58","cond_F_cell59","cond_F_cell60","cond_F_cell61","cond_F_cell62","cond_F_cell63","cond_F_cell64","cond_F_cell65","cond_F_cell66","cond_F_cell67","cond_F_cell68","cond_F_cell69","cond_F_cell70","cond_F_cell71","cond_F_cell72","cond_F_cell73","cond_F_cell74","cond_F_cell75","cond_F_cell76","cond_F_cell77","cond_F_cell78","cond_F_cell79","cond_F_cell80","cond_F_cell81","cond_F_cell82","cond_F_cell83","cond_F_cell84","cond_F_cell85","cond_F_cell86","cond_F_cell87","cond_F_cell88","cond_F_cell89","cond_F_cell90","cond_F_cell91","cond_F_cell92","cond_F_cell93","cond_F_cell94"
"gene_769",0,0,0,0,144,0,0,0,0,0,0,0,0,0,34,0,0,55,0,39,6,226,0,143,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,2525,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene_770",7404,203,31,1682,359,7385,173,11461,836,118,20,860,76,2886,10,1929,7723,3669,3669,5340,199,0,3,3115,508,38,2036,1117,1714,1860,54,3945,3055,136,5121,435,140,2090,198,743,295,2306,2288,1508,21958,3750,299,1911,6394,2332,267,1,126,3367,1,4130,1256,3703,9659,0,312,5050,19688,75191,1431,137,1410,49,6079,0,52,598,1,17164,0,34,260,7971,0,3494,1824,290,5173,52,2652,6439,15,3830,535,0,3,6,988,5209,0,3345,2361,969,1,436,694,4561,2090,16834,0,82,7803,128,2547,4413,1127,14109,455,3849,11344,16976,4790,1091,75,3061,327,3011,59180,21981,228,760,1633,1176,7,519,142,1485,4322,57,74,2051,443,784,2223,22,688,8144,40,1214,21279,5386,1001,2014,2411,99,1103,10801,0,51,2389,2812,522,4916,8693,7,0,7043,3239,2886,1294,2007,4620,3100,8921,508,8,2511,24791,335,408,1870,763,141,3166,1337,151,509,74,21,0,309,5147,848,31,1144,483,121,1074,1,1545,1364,491,36,692,22,28,17945,2113,0,0,1085,1994,130,16004,6225,960,0,708,5368,2,7641,3,7,5196,4617,1,0,783,37,1080,173,226,89,0,310,55,1,3523,88,757,290,57,9,389,9780,79,6422,127,527,146,0,0,9294,2576,207,318,0,0,2062,0,89,508,82,16,157,204,634,22,166,3483,2352,1,654,237,1993,500,57,0,275,721,91,621,6,15,12,112,0,482,445,387,1365,0,1,376,0,3257,3077,497,1503,0,33,0,696,2237,0,0,3588,0,4,0,15520,46,3164,1,5,112,412,837,7119,6,27655,0,88,345,0,55,11,0,0,87,464,40,1720,0,505,163,13851,532,638,1527,7,1083,84,10,2998,18,547,304,1,1227,7952,5156,6,1440,76,12,48089,3088,2247,0,0,1175,100,3079,2,0,14848,55,1434,8054,10478,9616,0,73,178,820,7,635,13,136,0,582,357,285
"gene_771",242,2408,87,5958,611,3,17278,28,1878,0,4770,659,11,105,14609,193,11438,3443,127,751,0,1352,0,80,5,1426,0,1254,283,58,507,1396,32,9168,2,3979,775,4,1476,5156,25,240,13,2,740,115,8,11153,627,2,2006,0,2900,8,804,732,0,3315,77,21,157,15,5,0,646,16937,28854,0,362,1308,1944,31,463,5103,2023,38,109,3713,7862,2,666,10366,17615,8,1,76,937,32,0,18,4389,2703,745,4515,2539,827,2850,39,4567,2163,0,7173,6870,1813,349,11144,417,0,0,0,2,0,29,46,2503,3811,149,14323,0,7158,0,0,0,14774,5,22730,12310,0,238,1019,348,485,1618,24798,402,1,178,0,45,577,1266,136,34,51,1857,5875,61,1314,1140,741,1647,2403,1728,2136,9,394,7,64,892,2534,2168,1,3305,494,5,173,165,74,11474,5883,1,121,163,33,1,152,860,563,7906,1,86,2631,861,876,79,136,6171,1616,327,3,29,11,1,1931,5109,6301,30,333,4,23337,3103,1226,6625,1503,576,760,1815,4635,1054,335,1014,730,1039,111,13,237,6,7950,0,468,2091,14,580,0,940,789,978,658,892,724,31,0,5,2414,300,2090,3044,464,169,2012,1,45,5,1,238,4,20,3854,73,1436,473,0,0,0,46,5641,0,22680,217,2,103,2243,87,134,0,1706,535,2,107,1914,283,47,242,25,134,3272,1709,2,507,100,647,852,83,15,199,34,190,0,1,0,68,319,5385,12,3302,23,1103,4,614,2,31,6,0,2,0,47,353,141,10,0,42568,113,19,1,20,5,252,0,0,0,20,2745,7,13338,1,1,4,425,1279,5887,7591,1,347,0,1267,3083,636,7,36,68,35,0,67,0,7,56,1875,22650,856,1224,0,1407,0,0,0,170,13,4,0,5,0,142,0,646,0,665,1390,9747,1044,18,3,50,0,2477,3621,0,1,886,4963
"gene_772",6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,143,0,0,0,0,3,6,0,0,32,6,6,0,0,0,0,0,919,0,0,551,2,1415,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,4266,0,0,0,0,0,0,0,0,0,46,0,0,0,868,0,2,0,0,0,2,2321,0,0,49,1,0,1,1196,32,258,489,944,0,15,1,985,0,1066,35,0,58,35,15,0,0,0,0,29,0,12,1,134,0,56,0,2,0,0,0,920,5,0,468,7,0,1,7,9,872,0,0,22,0,0,0,18,0,0,0,20,0,178,0,71,1,0,3,28,144,178,30,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0,1287,0,0,520,0,0,2,0,88,3,0,0,0,2,0,0,0,0,0,0,0,37,0,6,0,0,0,0,0,0,161,0,0,0,8,0,0,17,0,12,0,0,4,0,0,0,0,0,0,0,32,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,282,94,0,0,74,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,13,0,0,0,1,124,93,0,0,0,0,0,0,0,0,0,0,0,0,18
"gene_773",1073,154,8,1,107,1695,1,727,0,260,727,13,846,0,0,98,96,5535,45,4225,0,4,121,904,0,331,51,747,392,370,38,0,1496,3,2,3940,315,2042,812,1589,4,350,853,283,0,2,4592,1758,5654,21588,4827,2791,59718,8828,24158,33387,1187,6675,6734,521,26281,7272,9002,6746,1241,7884,4174,6474,15224,22944,42524,9100,813,2284,9509,6331,1682,12323,327,18734,19905,39066,3116,2912,7487,19024,559,28296,45035,1182,40167,669,79081,209,21099,1642,20070,5318,877,915,18421,13241,14143,23145,4374,1625,2348,19909,489,14814,8191,12861,853,3227,2906,6299,1138,5902,8682,490,23150,9904,3682,1981,20001,4594,2614,1359,2330,2578,25115,45068,139990,151398,9908,43405,41419,14617,131111,75721,33908,72482,70521,53341,53360,70876,86199,48631,101232,84307,33484,26084,154265,63540,33294,44777,51656,205981,14494,52592,31168,67111,87118,149009,7330,34824,49694,147677,86383,77935,68446,92563,70512,81256,46292,61383,44871,34667,60117,22505,37460,45622,34839,53143,22605,27400,89757,58077,28928,115379,71268,80987,149042,260275,89027,52597,7409,47204,20836,88228,53360,15424,92706,79860,27067,105162,53372,24934,54310,76591,15153,186587,67510,74203,21365,233031,17597,3488,8523,36333,18652,852,5893,10968,14604,2895,25420,15064,52896,21364,18895,4175,15441,16223,8121,9940,2533,11012,39091,6552,2152,38198,13914,63440,57440,5537,20028,1090,8944,18466,2939,4258,29478,8019,9612,26668,18747,14677,4955,595,5679,7115,8396,2563,22805,40522,5013,10608,4489,36599,25818,13005,8490,9854,15213,17982,21756,2714,15491,6952,11158,5847,15663,978,1463,40668,5827,11157,5783,14469,54521,1594,12089,962,8836,12439,3746,4019,2523,1344,17907,919,2764,61082,5613,7279,20204,14035,5618,17597,94240,2820,6319,7027,60085,30772,5011,50996,7569,1015,8684,2844,1815,10528,8029,16978,3914,888,32849,422,14239,7332,1481,30678,13541,1557,413,35178,4663,20962,8800,8631,9742,10276,6982,3961,9643,8901,3502,19116,400,16298,4832,655,17825,21653,2924,9492,40743,1617,6695,1732,14379,15399,37892,31796,5220,8381,735,13232,22087,16408,824,26716,21799,7994,2714,56295,4750
"gene_774",20,18,55,315,0,208,495,0,6,273,165,0,0,22,0,160,0,840,448,0,0,0,0,0,0,0,0,0,0,0,0,287,2,31,0,0,342,0,0,1599,0,0,0,88,19,58,4,0,0,0,0,0,0,0,114,2690,0,0,28,0,0,0,0,35,0,0,0,0,0,93,0,0,0,0,0,0,0,0,1409,0,0,0,0,0,0,0,0,649,2,0,0,125,3794,0,1114,0,0,0,0,0,523,2,0,0,0,0,0,0,0,0,0,3665,69,0,0,0,0,0,85,0,82,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,134,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,317,0,21,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"gene_775",81,1,164,685,194,95,709,770,83,77,0,3283,0,0,53,691,4,1,204,692,12,434,7452,1447,1,315,5,41,44,0,344,0,1032,4,1,52,0,483,642,2273,233,189,3,1,574,4,675,7809,30807,8613,1254,13722,190,3688,9481,133,1843,275,79,1309,5181,4,33,5699,375,232,12776,28784,588,10800,3919,5456,2,14920,9910,7951,218,2820,2664,182,16710,3770,9,40,3082,9285,4303,4150,3602,1213,14122,15268,5211,15055,1329,415,907,53,9520,2656,396,1625,3307,183,104,5861,757,2528,76,17718,1291,5966,4198,228,2925,8792,140,1829,4053,1633,2392,119,29791,6706,637,1702,1075,1103,3779,10944,3432,3,1675,2178,0,22,0,513,10,88,31,258,16,52,1060,359,19,6,56,55,1514,217,4630,161,12,218,7645,49,232,113,591,1172,17,7482,257,2,0,1013,45,3,51,867,5664,563,1945,395,516,2576,657,23,1199,30,267,0,4236,535,12,5,175,0,2125,1,359,627,42,562,6,302,0,108,244,56,0,55,1427,21,33,3022,609,8,430,8,124,0,2,2988,166,6668,0,24,0,0,730,135,0,59,26,5,0,0,136,566,2,26,310,0,125,0,1,996,650,1773,164,0,3314,2,831,0,27,644,43,0,10,402,0,2656,160,0,1,1450,159,1738,612,1602,5,856,0,336,10,212,62,13,1057,71,5541,838,0,625,32,0,878,784,218,0,0,3,0,0,2,12,1,363,0,0,82,57,2,576,13,401,1,11,133,67,90,109,1,30,8,18,168,0,303,485,3368,526,0,0,0,15,6,328,164,1,0,63,1127,117,59,3539,0,1,888,0,0,64,3,2,53,0,100,0,297,110,42,0,0,5190,56,0,774,51,16,0,0,3722,687,0,0,0,29,2646,2699,2,24,363,72,0,38,14,0,0,390,9,31,0,0,35,0
"gene_776",0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,0,0,3192,0,0,0,0,0,0,0,231,35,3,0,0,0,2,0,0,0,0,2,0,4661,202,0,51,0,0,0,0,0,39,0,0,0,6,0,26,0,0,7,4,2469,0,0,0,17,0,0,0,0,169,10288,0,0,0,0,0,0,717,0,26,0,0,0,3,0,0,0,0,0,0,2556,0,3947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2172,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,796,0,0,0,0,423,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,239,54,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,1280,0,0
"gene_777",101,40,45,74,0,0,626,0,0,1,36,1,382,315,136,319,0,0,719,0,2643,0,1,3486,1899,146,335,40,223,2,0,413,0,13,91,287,0,159,0,0,1,1436,0,46,290,3243,0,0,3983,4858,5201,16832,65,1007,2644,1456,2317,157,171,0,2078,0,291,5103,7,0,1277,1266,0,232,139,1236,248,4829,6412,6332,0,0,5,3,1101,67,4835,0,2586,26,3976,67,0,1,0,42901,32,3682,9,1525,12,0,0,0,5,33,28,17,0,3,182,0,8,300,0,1546,1170,386,331,87,1827,1,1217,0,344,0,3309,5088,1687,626,0,732,1940,210,0,1745,1,259,1,371,683,200,1,0,96,332,436,0,22,13,19,0,116,117,401,0,1,20,658,0,120,10987,2713,164,0,34,0,203,0,50,2783,30,2125,100,0,0,0,544,665,0,17,938,143,5,0,15,0,92,0,159,6301,0,2216,801,44,0,0,34,1009,540,5,1001,0,1641,608,0,7,0,0,980,569,0,25,1,1272,0,14,17,132,4,0,1736,346,0,18,0,2503,137,10,198,0,0,256,0,17,0,0,438,160,0,0,0,12,0,0,0,0,39,373,2,1,2040,0,553,0,123,11,31,0,1,0,4428,129,0,304,1,22,0,0,0,0,0,1,0,4,3,0,2512,707,2383,245,10,1,79,300,0,1,0,0,845,0,2,0,0,1631,2520,1,231,121,0,27,0,0,0,0,1383,0,412,2168,0,10,0,17,39,0,0,349,33,0,437,0,228,0,0,0,0,0,86,545,0,0,5,344,0,2241,0,0,170,654,4,0,0,21,11205,0,0,45,797,0,0,0,0,17,0,2,34,0,0,2171,0,0,199,3259,36,4,0,9,0,357,1,0,0,0,59,35,0,0,0,205,0,20,0,2664
"gene_778",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,3,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1573,0,289,0,0,0,0,8,1,0,164,0,0,69,1711,0,102,0,0,0,0,0,2,1026,287,12421,0,0,0,0,0,0,1,7,0,833,0,5,0,0,0,321,0,0,21,0,5,0,2171,0,37,0,0,0,0,1,85,1620,0,0,0,0,0,2,0,0,0,1410,0,532,0,0,223,0,26,0,0,4,289,28,0,0,311,0,976,43,0,0,139,0,0,0,0,0,1506,0,447,0,0,0,0,0,660,0,0,1,3,4,564,7,0,0,0,0,2009,518,261,3,1,838,1,2008,0,0,0,0,5,928,0,5,0,0,1189,0,0,28,0,0,0,0,2134,0,0,0,0,4,266,2,286,0,564,1,26,0,0,0,0,0
"gene_779",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,542,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,13,0,0,1715,3377,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,93,0,2074,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,3,1128,0,0,0,0,30,0,0,0,0,0,0,0,3003,8023,0,0,0,0,0,0,0
"gene_780",2892,2623,377,9828,348,4758,2871,1631,10399,263,1615,50,3331,3103,8448,1,5568,575,3622,597,27,4349,165,3356,690,260,68,1226,179,9993,2328,794,3348,693,5341,3146,8269,17428,11536,13,33,2114,2940,284,25,542,3,7104,50,8375,808,3094,105,9426,5,86,13,12038,45173,1,2256,672,5,1818,83,120,2068,1093,17926,210,522,13030,333,477,3466,9955,2337,1474,1232,112,10666,2244,371,1326,8073,9403,7,3373,1526,27,90,7555,5431,3771,7681,3512,8450,281,4799,6304,281,5714,937,10232,4,385,1072,65,4025,405,534,3344,200,3478,1553,785,1140,110,316,1248,8378,1911,4,5559,10784,159,205,1066,4,2688,802,372,80,1178,1894,481,4894,3729,3181,8352,781,87,640,357,5,283,455,10,565,2711,2699,742,85,1704,4,6919,231,23,86,422,0,912,5,582,53,436,27,1438,0,4983,3952,1121,31,3501,4968,5234,11391,2004,1177,393,2370,567,581,385,5648,1079,179,74,24654,548,7334,1844,601,1150,253,1265,1282,3551,2056,32104,2490,4120,1862,417,7318,2371,4131,0,1152,198,378,11954,162,1533,17,357,77,1223,640,170,6,0,2,7,3352,0,89,0,3,21,0,33,0,7,12,4,0,3505,140,2,11,0,2851,1782,80,136,676,6965,172,164,642,2229,0,0,531,29,186,2338,0,159,13,1,32,50,11,72,4,1,41,710,3097,1987,2494,0,1198,127,2393,0,30,901,70,729,41,602,0,13,97,125,0,126,696,561,31,7,0,787,2,175,6,40,4605,234,1,1,2666,3408,0,1694,797,2656,238,788,1189,114,2607,300,5,55,0,6,0,1273,434,190,3397,1,0,5,3099,2,1,4,2,5391,5119,491,1,0,1898,0,1118,0,2265,2,0,0,1424,0,2,5803,1,0,367,263,695,0,108,75,2,5,0,632,4193,628,522,13,18,160,384,0,4,0,18,0,1082,808,37,2,85
